source,dataset_id,budget_id,budget_short,model_repeat_index,role_id,condition_id,condition_short,subject_id,matched_events,BACC_C0,BACC_A4,delta_BACC
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,107,45,0.6041666666666666,0.6101190476190476,0.0059523809523809
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,27,45,0.5810276679841897,0.7114624505928854,0.1304347826086956
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,39,45,0.6047430830039526,0.4713438735177865,-0.1333992094861661
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,40,45,0.494047619047619,0.8303571428571428,0.3363095238095237
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,47,45,0.5297619047619048,0.6547619047619048,0.125
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,48,45,0.8260869565217391,0.6946640316205533,-0.1314229249011858
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,57,45,0.5982142857142857,0.6875,0.0892857142857143
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,6,45,0.5625,0.6309523809523809,0.0684523809523809
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,71,45,0.8695652173913043,0.8013833992094861,-0.0681818181818182
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,93,45,0.8873517786561265,0.825098814229249,-0.0622529644268774
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C1-LONG-3P5S,C1,98,45,0.5088932806324111,0.6017786561264822,0.092885375494071
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C2-MULTI-HARD-VOTE,C2,107,45,0.6041666666666666,0.5892857142857143,-0.0148809523809523
CANONICAL_STAGE18_MR00,PhysioNetMI,FULL_TRAIN,FULL,0,NEURAL,A4-C2-MULTI-HARD-VOTE,C2,27,45,0.5810276679841897,0.5158102766798419,-0.0652173913043477
